id,title,thumbnail,description,title
w9GwHt38awo,Introducing VERSO templates to start building interactive stories,https://i.ytimg.com/vi/w9GwHt38awo/sddefault.jpg,"You can see the templates live at https://vcsi.cmplxsys.w3.uvm.edu/scrolly-story-1/. The code lives in the following Github repository: https://github.com/Vermont-Complex-Systems/website-template. Vermont Research Open Source Program Office (VERSO) at UVM main website: https://verso.w3.uvm.edu/. Our main website showcasing the science we do at the Vermont Complex Systems Institute: https://complexstories.uvm.edu/. P.S. The amazing story we showcase at first is by Nadieh Bremer: https://endfund.org/visualizing-neglect/.",Introducing VERSO templates to start building interactive stories
